Number,Location,Site,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,Genspe,MaxSizeTL,Diet,Schooling,Movimentation,sstmean
1402,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,816,UAE18816,Blenniidae,Ecsenius,pulcher,ECSEPULC,44.2,59.1,1.63,UAE18816_ECSEPULC_44.2,25.49206,56.36461,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
1403,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,817,UAE18817,Blenniidae,Ecsenius,pulcher,ECSEPULC,33.9,44.1,0.787,UAE18817_ECSEPULC_33.9,25.49206,56.36461,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
1404,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,818,UAE18818,Gobiidae,Eviota,guttata,EVIOGUTT,19.2,22.8,0.158,UAE18818_EVIOGUTT_19.2,25.49206,56.36461,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1405,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,819,UAE18819,Pomacentridae,Neopomacentrus,sindensis,NEOPSIND,33.1,44.6,1.562,UAE18819_NEOPSIND_33.1,25.49206,56.36461,Comm,Neo. sindensis,10,Plktiv,MedGrp,BnthDw,28.25
1406,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,820,UAE18820,Blenniidae,Antennablennius,speA,ANTESPEA,26.3,32.3,0.385,UAE18820_ANTESPEA_26.3,25.49206,56.36461,Vial,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1407,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,821,UAE18821,Blenniidae,Antennablennius,speA,ANTESPEA,24.9,30.1,0.333,UAE18821_ANTESPEA_24.9,25.49206,56.36461,Vial,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1408,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,822,UAE18822,Blenniidae,Antennablennius,speA,ANTESPEA,21.4,26.1,0.234,UAE18822_ANTESPEA_21.4,25.49206,56.36461,Vial,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1409,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,823,UAE18823,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,40.2,57.1,2.438,UAE18823_NEOPMIRY_40.2,25.49206,56.36461,Comm,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1410,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,28.8,39.6,0.932,UAE18---_NEOPMIRY_28.8,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1411,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,34.6,49.4,1.894,UAE18---_NEOPMIRY_34.6,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1412,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,38.2,53,2.104,UAE18---_NEOPMIRY_38.2,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1413,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,37.2,53.9,2.438,UAE18---_NEOPMIRY_37.2,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1414,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,33,46.8,1.64,UAE18---_NEOPMIRY_33,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1415,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,28.1,37.6,0.813,UAE18---_NEOPMIRY_28.1,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1416,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,39.8,54.6,2.338,UAE18---_NEOPMIRY_39.8,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1417,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,28.2,37.8,0.921,UAE18---_NEOPMIRY_28.2,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1418,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,31.8,45.1,1.401,UAE18---_NEOPMIRY_31.8,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1419,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,24.4,32.6,0.632,UAE18---_NEOPMIRY_24.4,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1420,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,38.1,52.8,2.5,UAE18---_NEOPMIRY_38.1,25.49206,56.36461,NPNT-Lot,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1421,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,23.2,28.2,0.256,UAE18---_ANTESPEA_23.2,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1422,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,26.3,31.9,0.391,UAE18---_ANTESPEA_26.3,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1423,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,25.1,30.4,0.306,UAE18---_ANTESPEA_25.1,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1424,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,21.5,26.7,0.235,UAE18---_ANTESPEA_21.5,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1425,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,21.4,26,0.244,UAE18---_ANTESPEA_21.4,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1426,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,20.7,25.4,0.223,UAE18---_ANTESPEA_20.7,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1427,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,23.8,28.5,0.294,UAE18---_ANTESPEA_23.8,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1428,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,24.2,28.1,0.303,UAE18---_ANTESPEA_24.2,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1429,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,22.8,27.6,0.291,UAE18---_ANTESPEA_22.8,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1430,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,22.6,26.9,0.264,UAE18---_ANTESPEA_22.6,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1431,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,22,26.1,0.243,UAE18---_ANTESPEA_22,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1432,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,23.7,28.5,0.278,UAE18---_ANTESPEA_23.7,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1433,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Blenniidae,Antennablennius,speA,ANTESPEA,21,25.4,0.22,UAE18---_ANTESPEA_21,25.49206,56.36461,NPNT-Lot,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
1434,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,26.1,31.7,0.403,UAE18---_HETEVULG_26.1,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1435,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.6,21,0.131,UAE18---_HETEVULG_17.6,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1436,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.6,23.1,0.157,UAE18---_HETEVULG_18.6,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1437,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.3,21.3,0.118,UAE18---_HETEVULG_17.3,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1438,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.1,23.5,0.161,UAE18---_HETEVULG_19.1,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1439,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.5,25.7,0.24,UAE18---_HETEVULG_20.5,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1440,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.8,26.7,0.29,UAE18---_HETEVULG_21.8,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1441,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.4,23.2,0.18,UAE18---_HETEVULG_19.4,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1442,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.4,24.3,0.202,UAE18---_HETEVULG_20.4,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1443,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.7,23.1,0.195,UAE18---_HETEVULG_19.7,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1444,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20,24.2,0.222,UAE18---_HETEVULG_20,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1445,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.5,19.5,0.108,UAE18---_HETEVULG_16.5,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1446,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.8,18.2,0.084,UAE18---_HETEVULG_14.8,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1447,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,23.1,27.6,0.296,UAE18---_HETEVULG_23.1,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1448,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.5,26,0.248,UAE18---_HETEVULG_21.5,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1449,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.3,18.9,0.092,UAE18---_HETEVULG_15.3,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1450,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.8,20.6,0.117,UAE18---_HETEVULG_16.8,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1451,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.1,31.8,0.501,UAE18---_HETEVULG_27.1,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1452,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.3,26.5,0.268,UAE18---_HETEVULG_22.3,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1453,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.5,21.1,0.144,UAE18---_HETEVULG_17.5,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1454,GoO,Snoopy,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.3,16.4,0.05,UAE18---_HETEVULG_13.3,25.49206,56.36461,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
1457,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,826,UAE18826,Pseudochromidae,Pseudochromis,aldabraensis,PSEUALDA,34.5,39.7,0.691,UAE18826_PSEUALDA_34.5,25.48241,56.36623,Vial,Pse. aldabraensis,10,FisCep,Solitr,BnthDw,28.25
1458,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,827,UAE18827,Gobiidae,Trimma,speA,TRIMSPEA,19,23.2,0.186,UAE18827_TRIMSPEA_19,25.48241,56.36623,Vial,Tri. speA,2.5,InvMob,Solitr,BnthDw,28.25
1459,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,828,UAE18828,Gobiidae,Trimma,speA,TRIMSPEA,17.4,20.8,0.124,UAE18828_TRIMSPEA_17.4,25.48241,56.36623,Vial,Tri. speA,2.5,InvMob,Solitr,BnthDw,28.25
1460,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,829,UAE18829,Gobiidae,Gnatholepis,speA,GNATSPEA,24.1,28.9,0.281,UAE18829_GNATSPEA_24.1,25.48241,56.36623,Vial,Gna. speA,6,InvMob,Solitr,BnthDw,28.25
1461,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,830,UAE18830,Gobiidae,Gnatholepis,speA,GNATSPEA,24.9,30.9,0.283,UAE18830_GNATSPEA_24.9,25.48241,56.36623,Vial,Gna. speA,6,InvMob,Solitr,BnthDw,28.25
1462,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,831,UAE18831,Gobiidae,Fusigobius,inframaculatus,FUSIINFR,29,35.2,0.496,UAE18831_FUSIINFR_29,25.48241,56.36623,Vial,Fus. inframaculatus,4.6,InvMob,Solitr,BnthDw,28.25
1463,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,832,UAE18832,Pseudochromidae,Pseudochromis,nigrovittatus,PSEUNIGR,48.7,59,2.227,UAE18832_PSEUNIGR_48.7,25.48241,56.36623,Comm,Pse. nigrovittatus,9,FisCep,Solitr,BnthDw,28.25
1464,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,833,UAE18833,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,32.8,43.9,1.149,UAE18833_NEOPMIRY_32.8,25.48241,56.36623,Comm,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1465,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,834,UAE18834,Pomacentridae,Pomacentrus,leptus,POMALEPT,23,30.9,0.616,UAE18834_POMALEPT_23,25.48241,56.36623,Vial,Pom. leptus,7,Omnivr,Solitr,BnthDw,28.25
1466,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,835,UAE18835,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,17,21.2,0.152,UAE18835_NEOPMIRY_17,25.48241,56.36623,Vial,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1467,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,836,UAE18836,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,26.2,37.1,0.766,UAE18836_NEOPMIRY_26.2,25.48241,56.36623,Comm,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1468,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,837,UAE18837,Pomacentridae,Neopomacentrus,miryae,NEOPMIRY,18.2,24.1,0.209,UAE18837_NEOPMIRY_18.2,25.48241,56.36623,Vial,Neo. miryae,11,Plktiv,MedGrp,BnthDw,28.25
1469,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,838,UAE18838,Gobiidae,Eviota,guttata,EVIOGUTT,17.2,21,0.111,UAE18838_EVIOGUTT_17.2,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1470,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,839,UAE18839,Gobiidae,Eviota,guttata,EVIOGUTT,17.9,21.9,0.138,UAE18839_EVIOGUTT_17.9,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1471,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,840,UAE18840,Gobiidae,Eviota,guttata,EVIOGUTT,18.9,23.2,0.143,UAE18840_EVIOGUTT_18.9,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1472,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,841,UAE18841,Gobiidae,Eviota,guttata,EVIOGUTT,18.4,22.9,0.153,UAE18841_EVIOGUTT_18.4,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1473,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,842,UAE18842,Gobiidae,Eviota,guttata,EVIOGUTT,18.4,21.7,0.137,UAE18842_EVIOGUTT_18.4,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1474,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,843,UAE18843,Gobiidae,Eviota,guttata,EVIOGUTT,18.8,22.2,0.157,UAE18843_EVIOGUTT_18.8,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1475,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,844,UAE18844,Gobiidae,Eviota,guttata,EVIOGUTT,19.2,23.1,0.127,UAE18844_EVIOGUTT_19.2,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1476,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,845,UAE18845,Gobiidae,Eviota,guttata,EVIOGUTT,17.4,21.2,0.119,UAE18845_EVIOGUTT_17.4,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1477,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,846,UAE18846,Gobiidae,Eviota,guttata,EVIOGUTT,16,18.9,0.084,UAE18846_EVIOGUTT_16,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1478,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,847,UAE18847,Gobiidae,Eviota,guttata,EVIOGUTT,17.9,22,0.131,UAE18847_EVIOGUTT_17.9,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1479,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,848,UAE18848,Gobiidae,Eviota,guttata,EVIOGUTT,19.3,23.5,0.155,UAE18848_EVIOGUTT_19.3,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1480,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,849,UAE18849,Gobiidae,Eviota,guttata,EVIOGUTT,17.8,21.4,0.129,UAE18849_EVIOGUTT_17.8,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1481,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,850,UAE18850,Gobiidae,Eviota,guttata,EVIOGUTT,18.3,22.3,0.127,UAE18850_EVIOGUTT_18.3,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1482,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,851,UAE18851,Gobiidae,Eviota,guttata,EVIOGUTT,17.9,21.1,0.119,UAE18851_EVIOGUTT_17.9,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1483,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,852,UAE18852,Gobiidae,Eviota,guttata,EVIOGUTT,17.9,21,0.128,UAE18852_EVIOGUTT_17.9,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1484,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,853,UAE18853,Gobiidae,Eviota,guttata,EVIOGUTT,14,17.5,0.078,UAE18853_EVIOGUTT_14,25.48241,56.36623,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
1485,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,854,UAE18854,Blenniidae,Ecsenius,pulcher,ECSEPULC,38.2,48.9,1.09,UAE18854_ECSEPULC_38.2,25.48241,56.36623,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
1486,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,855,UAE18855,Blenniidae,Ecsenius,pulcher,ECSEPULC,29.6,35.6,0.564,UAE18855_ECSEPULC_29.6,25.48241,56.36623,Vial,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
1487,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,856,UAE18856,Blenniidae,Ecsenius,pulcher,ECSEPULC,37.4,46.2,0.967,UAE18856_ECSEPULC_37.4,25.48241,56.36623,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
1488,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,857,UAE18857,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.8,20.5,0.09,UAE18857_ENNEVENT_16.8,25.48241,56.36623,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
1489,GoO,SharmRock,SharmRockII,B18,Rockyreef,3/5/18,8.8,260,UAE18,858,UAE18858,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.4,27.5,0.239,UAE18858_HELCFUSC_23.4,25.48241,56.36623,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
