Number,Location,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,
1290,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,18.8,0.088,UAE18---_ENNEVENT_16.4,25.60254,56.35142,NPNT-Lot,
1291,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.9,23.2,0.155,UAE18---_ENNEVENT_19.9,25.60254,56.35142,NPNT-Lot,
1292,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,18.6,0.083,UAE18---_ENNEVENT_16.4,25.60254,56.35142,NPNT-Lot,
1293,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.1,20.4,0.109,UAE18---_ENNEVENT_18.1,25.60254,56.35142,NPNT-Lot,
1294,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,19.5,0.089,UAE18---_ENNEVENT_16.6,25.60254,56.35142,NPNT-Lot,
1295,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,20.1,0.116,UAE18---_ENNEVENT_17.6,25.60254,56.35142,NPNT-Lot,
1296,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.5,20.7,0.113,UAE18---_ENNEVENT_17.5,25.60254,56.35142,NPNT-Lot,
1297,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.9,19.1,0.089,UAE18---_ENNEVENT_16.9,25.60254,56.35142,NPNT-Lot,
1298,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.5,20.1,0.114,UAE18---_ENNEVENT_17.5,25.60254,56.35142,NPNT-Lot,
1299,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.3,21.9,0.104,UAE18---_ENNEVENT_18.3,25.60254,56.35142,NPNT-Lot,
1300,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.8,21.9,0.118,UAE18---_ENNEVENT_18.8,25.60254,56.35142,NPNT-Lot,
1301,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,19.4,0.082,UAE18---_ENNEVENT_16.7,25.60254,56.35142,NPNT-Lot,
1302,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17,20.2,0.094,UAE18---_ENNEVENT_17,25.60254,56.35142,NPNT-Lot,
1303,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.9,24.1,0.226,UAE18---_HETEVULG_19.9,25.60254,56.35142,NPNT-Lot,
1304,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.5,22.4,0.175,UAE18---_HETEVULG_18.5,25.60254,56.35142,NPNT-Lot,
1305,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.2,16.2,0.081,UAE18---_HETEVULG_13.2,25.60254,56.35142,NPNT-Lot,
1306,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.7,23.9,0.228,UAE18---_HETEVULG_19.7,25.60254,56.35142,NPNT-Lot,
1307,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.6,24.8,0.261,UAE18---_HETEVULG_20.6,25.60254,56.35142,NPNT-Lot,
1308,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.6,22.6,0.213,UAE18---_HETEVULG_18.6,25.60254,56.35142,NPNT-Lot,
1309,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.9,23,0.213,UAE18---_HETEVULG_18.9,25.60254,56.35142,NPNT-Lot,
1310,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.4,23.2,20.203,UAE18---_HETEVULG_19.4,25.60254,56.35142,NPNT-Lot,
1311,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.7,21.2,0.143,UAE18---_HETEVULG_17.7,25.60254,56.35142,NPNT-Lot,
1312,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.1,20.9,0.122,UAE18---_HETEVULG_17.1,25.60254,56.35142,NPNT-Lot,
1313,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.4,21.2,0.14,UAE18---_HETEVULG_17.4,25.60254,56.35142,NPNT-Lot,
1314,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.8,22.5,0.153,UAE18---_HETEVULG_18.8,25.60254,56.35142,NPNT-Lot,
1315,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.8,21.6,0.155,UAE18---_HETEVULG_18.8,25.60254,56.35142,NPNT-Lot,
1316,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,26.1,31.6,0.522,UAE18---_HETEVULG_26.1,25.60254,56.35142,NPNT-Lot,
1317,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.9,21.7,0.162,UAE18---_HETEVULG_17.9,25.60254,56.35142,NPNT-Lot,
1318,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.9,19.9,0.139,UAE18---_HETEVULG_16.9,25.60254,56.35142,NPNT-Lot,
1319,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.4,21.9,0.181,UAE18---_HETEVULG_18.4,25.60254,56.35142,NPNT-Lot,
1320,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.5,33.2,0.606,UAE18---_HETEVULG_27.5,25.60254,56.35142,NPNT-Lot,
1321,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.2,26.7,0.299,UAE18---_HETEVULG_22.2,25.60254,56.35142,NPNT-Lot,
1322,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.6,27.3,0.302,UAE18---_HETEVULG_22.6,25.60254,56.35142,NPNT-Lot,
1323,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.9,25.5,0.248,UAE18---_HETEVULG_20.9,25.60254,56.35142,NPNT-Lot,
1324,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21,25,0.261,UAE18---_HETEVULG_21,25.60254,56.35142,NPNT-Lot,
1325,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17,21.2,0.143,UAE18---_HETEVULG_17,25.60254,56.35142,NPNT-Lot,
1326,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.4,22.6,0.165,UAE18---_HETEVULG_18.4,25.60254,56.35142,NPNT-Lot,
1327,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.1,16.4,0.073,UAE18---_HETEVULG_14.1,25.60254,56.35142,NPNT-Lot,
1328,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.4,22.3,0.172,UAE18---_HETEVULG_18.4,25.60254,56.35142,NPNT-Lot,
1329,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.2,26.1,0.255,UAE18---_HETEVULG_21.2,25.60254,56.35142,NPNT-Lot,
1330,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.6,26.9,0.309,UAE18---_HETEVULG_22.6,25.60254,56.35142,NPNT-Lot,
1331,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.3,27.2,0.293,UAE18---_HETEVULG_22.3,25.60254,56.35142,NPNT-Lot,
1332,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,25,29.8,0.446,UAE18---_HETEVULG_25,25.60254,56.35142,NPNT-Lot,
1333,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.4,20.9,0.148,UAE18---_HETEVULG_17.4,25.60254,56.35142,NPNT-Lot,
1334,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.6,16.4,0.074,UAE18---_HETEVULG_13.6,25.60254,56.35142,NPNT-Lot,
1335,Fujairah,DibbaIII,B16,Rockyreef,3/5/18,4.1,280,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.1,26.7,0.328,UAE18---_HETEVULG_22.1,25.60254,56.35142,NPNT-Lot,
1336,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,809,UAE18809,Gobiidae,Callogobius,speA,CALLSPEA,35.6,44,0.982,UAE18809_CALLSPEA_35.6,25.49206,56.36461,Comm,
1337,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,810,UAE18810,Gobiidae,Callogobius,speA,CALLSPEA,21.4,26.9,0.266,UAE18810_CALLSPEA_21.4,25.49206,56.36461,Vial,
1338,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.5,29.5,0.322,UAE18---_HELCFUSC_24.5,25.49206,56.36461,NPNT-Lot,
1339,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.2,30.2,0.346,UAE18---_HELCFUSC_25.2,25.49206,56.36461,NPNT-Lot,
1340,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.8,27.9,0.28,UAE18---_HELCFUSC_23.8,25.49206,56.36461,NPNT-Lot,
1341,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21,26.4,0.212,UAE18---_HELCFUSC_21,25.49206,56.36461,NPNT-Lot,
1342,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.5,27.9,0.272,UAE18---_HELCFUSC_24.5,25.49206,56.36461,NPNT-Lot,
1343,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,29.5,33.6,0.422,UAE18---_HELCFUSC_29.5,25.49206,56.36461,NPNT-Lot,
1344,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.7,26.5,0.24,UAE18---_HELCFUSC_23.7,25.49206,56.36461,NPNT-Lot,
1345,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25,30.4,0.353,UAE18---_HELCFUSC_25,25.49206,56.36461,NPNT-Lot,
1346,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,32.2,38.2,0.697,UAE18---_HELCFUSC_32.2,25.49206,56.36461,NPNT-Lot,
1347,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.4,30,0.317,UAE18---_HELCFUSC_25.4,25.49206,56.36461,NPNT-Lot,
1348,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.6,27.1,0.232,UAE18---_HELCFUSC_23.6,25.49206,56.36461,NPNT-Lot,
1349,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.1,26.6,0.228,UAE18---_HELCFUSC_24.1,25.49206,56.36461,NPNT-Lot,
1350,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.8,26.2,0.214,UAE18---_HELCFUSC_21.8,25.49206,56.36461,NPNT-Lot,
1351,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.1,27.5,0.231,UAE18---_HELCFUSC_23.1,25.49206,56.36461,NPNT-Lot,
1352,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,20.4,22.9,0.126,UAE18---_HELCFUSC_20.4,25.49206,56.36461,NPNT-Lot,
1353,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.8,29.6,0.275,UAE18---_HELCFUSC_24.8,25.49206,56.36461,NPNT-Lot,
1354,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.8,30.8,0.371,UAE18---_HELCFUSC_25.8,25.49206,56.36461,NPNT-Lot,
1355,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.6,24.1,0.136,UAE18---_ENNEVENT_19.6,25.49206,56.36461,NPNT-Lot,
1356,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,21.8,24.3,0.178,UAE18---_ENNEVENT_21.8,25.49206,56.36461,NPNT-Lot,
1357,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.7,23.3,0.139,UAE18---_ENNEVENT_19.7,25.49206,56.36461,NPNT-Lot,
1358,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.9,23.4,0.157,UAE18---_ENNEVENT_18.9,25.49206,56.36461,NPNT-Lot,
1359,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.3,0.113,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,
1360,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.3,22.5,0.154,UAE18---_ENNEVENT_18.3,25.49206,56.36461,NPNT-Lot,
1361,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,21.4,0.125,UAE18---_ENNEVENT_17.8,25.49206,56.36461,NPNT-Lot,
1362,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.3,22.9,0.137,UAE18---_ENNEVENT_19.3,25.49206,56.36461,NPNT-Lot,
1363,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,20.3,23.6,0.174,UAE18---_ENNEVENT_20.3,25.49206,56.36461,NPNT-Lot,
1364,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,20.7,0.091,UAE18---_ENNEVENT_16.6,25.49206,56.36461,NPNT-Lot,
1365,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,19.1,0.099,UAE18---_ENNEVENT_17.3,25.49206,56.36461,NPNT-Lot,
1366,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.5,23.1,0.161,UAE18---_ENNEVENT_19.5,25.49206,56.36461,NPNT-Lot,
1367,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,20.4,0.094,UAE18---_ENNEVENT_17.8,25.49206,56.36461,NPNT-Lot,
1368,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.2,21.3,0.097,UAE18---_ENNEVENT_18.2,25.49206,56.36461,NPNT-Lot,
1369,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.3,21.8,0.112,UAE18---_ENNEVENT_18.3,25.49206,56.36461,NPNT-Lot,
1370,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.4,22.3,0.131,UAE18---_ENNEVENT_18.4,25.49206,56.36461,NPNT-Lot,
1371,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,20.9,0.118,UAE18---_ENNEVENT_17.3,25.49206,56.36461,NPNT-Lot,
1372,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.2,21.6,0.124,UAE18---_ENNEVENT_18.2,25.49206,56.36461,NPNT-Lot,
1373,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.8,0.125,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,
1374,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.7,23,0.119,UAE18---_ENNEVENT_18.7,25.49206,56.36461,NPNT-Lot,
1375,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.8,22,0.11,UAE18---_ENNEVENT_17.8,25.49206,56.36461,NPNT-Lot,
1376,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.4,22.3,0.136,UAE18---_ENNEVENT_18.4,25.49206,56.36461,NPNT-Lot,
1377,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.4,22.3,0.142,UAE18---_ENNEVENT_18.4,25.49206,56.36461,NPNT-Lot,
1378,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.7,23,0.155,UAE18---_ENNEVENT_19.7,25.49206,56.36461,NPNT-Lot,
1379,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,21.1,0.134,UAE18---_ENNEVENT_17.6,25.49206,56.36461,NPNT-Lot,
1380,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.1,21.2,0.122,UAE18---_ENNEVENT_18.1,25.49206,56.36461,NPNT-Lot,
1381,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.1,0.156,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,
1382,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.9,22.8,0.134,UAE18---_ENNEVENT_19.9,25.49206,56.36461,NPNT-Lot,
1383,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.9,23.2,0.172,UAE18---_ENNEVENT_18.9,25.49206,56.36461,NPNT-Lot,
1384,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,21.2,25.6,0.202,UAE18---_ENNEVENT_21.2,25.49206,56.36461,NPNT-Lot,
1385,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.6,22.7,0.149,UAE18---_ENNEVENT_18.6,25.49206,56.36461,NPNT-Lot,
1386,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.9,21.9,0.111,UAE18---_ENNEVENT_16.9,25.49206,56.36461,NPNT-Lot,
1387,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.6,20.8,0.101,UAE18---_ENNEVENT_17.6,25.49206,56.36461,NPNT-Lot,
1388,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.3,21.1,0.099,UAE18---_ENNEVENT_17.3,25.49206,56.36461,NPNT-Lot,
1389,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,20.8,0.093,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,
1390,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.2,22.4,0.132,UAE18---_ENNEVENT_18.2,25.49206,56.36461,NPNT-Lot,
1391,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.3,17.5,0.061,UAE18---_ENNEVENT_14.3,25.49206,56.36461,NPNT-Lot,
1392,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.9,23.5,0.166,UAE18---_ENNEVENT_18.9,25.49206,56.36461,NPNT-Lot,
1393,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,19.3,0.086,UAE18---_ENNEVENT_16.4,25.49206,56.36461,NPNT-Lot,
1394,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,21.3,0.138,UAE18---_ENNEVENT_17.9,25.49206,56.36461,NPNT-Lot,
1395,Fujairah,SnoopyII,B17,Rockyreef,2/5/18,5.2,250,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,20.5,0.116,UAE18---_ENNEVENT_16.7,25.49206,56.36461,NPNT-Lot,
